Start Year,End Year,Scaling,Regularization,Alpha,Features Removed,MSE,R-Squared,Accuracy,Model Name
2014,2023,True,,,True,81.36339998619813,0.18765607591777933,66.36666666666667,model_2014_2023_scaled_none_0_features_removed
2014,2023,False,,,True,81.36339998619826,0.1876560759177781,66.36666666666667,model_2014_2023_unscaled_none_0_features_removed
2023,2023,False,lasso,0.1,False,86.2446537538597,0.11838363055478962,66.36333333333333,model_2023_2023_unscaled_lasso_0.1_features_included
2014,2023,True,ridge,10.0,True,81.27900823606973,0.1884986553265935,66.36,model_2014_2023_scaled_ridge_10_features_removed
2014,2023,True,ridge,100.0,False,79.03480741854034,0.2109050800685487,66.34666666666666,model_2014_2023_scaled_ridge_100_features_included
2022,2023,False,lasso,10.0,False,79.98790613598617,0.19641107224358256,66.33666666666667,model_2022_2023_unscaled_lasso_10_features_included
2019,2023,False,elasticnet,0.1,False,70.67935451277086,0.22471029467821568,66.33333333333333,model_2019_2023_unscaled_elasticnet_0.1_features_included
2022,2023,False,elasticnet,1.0,True,83.27403372957824,0.16339738458790098,66.33333333333333,model_2022_2023_unscaled_elasticnet_1_features_removed
2019,2023,False,ridge,100.0,False,71.18864131734466,0.21912387104200437,66.33,model_2019_2023_unscaled_ridge_100_features_included
2022,2023,False,lasso,1.0,False,80.2684234378183,0.1935928887370264,66.32666666666667,model_2022_2023_unscaled_lasso_1_features_included
2023,2023,False,ridge,1.0,False,89.45282069493881,0.08558887322130415,66.32333333333334,model_2023_2023_unscaled_ridge_1_features_included
2014,2023,True,ridge,100.0,True,81.22815723188823,0.18900635908881724,66.24333333333333,model_2014_2023_scaled_ridge_100_features_removed
2014,2023,False,lasso,0.01,True,81.24390170959788,0.18884916395184592,66.24333333333333,model_2014_2023_unscaled_lasso_0.01_features_removed
2023,2023,True,lasso,1.0,True,82.43084694597677,0.15736940376372555,66.22666666666667,model_2023_2023_scaled_lasso_1_features_removed
2019,2023,True,elasticnet,0.01,False,70.45392688947423,0.22718303536524975,66.21666666666667,model_2019_2023_scaled_elasticnet_0.01_features_included
2019,2023,True,ridge,0.1,False,71.61453604226794,0.21445218440790803,66.21666666666667,model_2019_2023_scaled_ridge_0.1_features_included
2019,2023,False,ridge,1.0,False,71.62164842803327,0.2143741678569343,66.21666666666667,model_2019_2023_unscaled_ridge_1_features_included
2019,2023,True,ridge,0.01,False,71.64275309297477,0.2141426684385228,66.21666666666667,model_2019_2023_scaled_ridge_0.01_features_included
2019,2023,False,ridge,0.1,False,71.64329707984825,0.21413670138596896,66.21666666666667,model_2019_2023_unscaled_ridge_0.1_features_included
